Feature Phi (degrees),Feature Theta (degrees),Target Phi (degrees),Target Theta (degrees),reference
-165.00891527820133,77.2468250192094,143.44674491298414,12.307473019743714,0
-166.46830514883587,77.05000917297248,148.697330147563,12.496491796357354,0
-164.6237487511738,78.1999844031617,141.31958180278144,13.192028182178468,0
-165.35009589418704,77.54907026676867,144.13589854896748,12.774066929786455,0
-165.79606204648599,78.4066940518151,144.3224536070621,13.832491864731585,0
-166.0752267795906,78.43958772248831,144.20006982202213,13.445516169900223,0
-165.12778794624415,78.88255365095328,141.60835253152737,13.908042079597516,0
-164.18080605249986,78.88664858651029,138.71904096224168,13.888492759627688,0
-163.45483547778986,78.21900545646706,136.90677545624288,12.772898095884337,0
-163.1683312417585,77.7472980682341,136.06693392014012,12.675839045389216,0
-163.1013513059618,77.260505939979,136.62957847495858,12.215731017587336,0
-164.11794932424974,77.29969413184928,139.70659101792916,12.722294463418397,0
-163.1683312417585,77.7472980682341,138.3061675750704,12.56421540774179,0
-164.56247582346805,77.27294141573933,140.95288881389772,12.563768500661592,0
-163.1683312417585,77.30794532661405,137.33110799931677,12.657894007245702,0
-164.05460409907712,77.03194818491374,140.18145843853358,12.120241871450828,0
-164.33997086815648,77.5060801977302,140.81514975994827,12.884475896908123,0
-164.33997086815648,77.5060801977302,142.03692496228524,12.12625792829972,0
-163.54503861708014,76.79160700676184,140.1092657563471,12.00530653774759,0
-161.92998751280865,77.50755310839956,135.38431200302125,12.267480565643563,0
-161.63822582377236,77.03613852955131,131.71806966353813,11.919168062827614,0
-161.12545024179667,76.36225745482824,131.44087268225383,11.484854594962572,0
-162.078571941966,76.12673988583724,133.14725558771246,11.176546005402662,0
-162.96582712089076,75.62322833166334,139.06854521727146,11.10960161661959,0
-163.54503861708014,76.35290964078888,141.15984116949897,11.694282128238799,0
-161.92998751280865,77.06829908759624,135.28312765640115,11.736314312089574,0
-162.88028443805274,76.83614775482825,135.6404241374447,11.735191314811118,0
-161.92998751280865,77.2877361844372,134.06570693330718,11.759679530975005,0
-161.4188887912985,76.83284091286197,131.34759515320653,11.32944552261127,0
-163.25621960745707,75.66049554330446,137.77984854446322,10.823237310613187,0
-164.8881716222134,74.73437395089643,146.9406415476919,10.366143040813721,0
-163.9264258352536,75.17616009784336,141.25770236090733,10.74290862773585,0
-164.50072462349917,75.69016895895216,142.93142667204347,11.170209092188507,0
-163.03385189146383,76.55198665443451,136.87480441127457,11.570271143060673,0
-163.1013513059618,77.0406309680247,137.2596028664844,12.31638824303592,0
-163.4791078109965,75.86317073775184,139.43455065680104,10.938940407761915,0
-165.11373315098245,75.15473487995453,147.50511956745478,10.846373346380568,0
-165.39872771416609,75.41382674669987,146.43242798341086,10.914761588807414,0
-166.81294009217092,75.1687541820902,151.57346368756072,11.657165922270218,0
-166.07710115081187,74.71744154263428,152.3139543419878,10.762595457576547,0
-164.82708465447476,74.4592146522,146.12108271753678,10.318977155118512,0
-163.9264258352536,75.17616009784336,144.78448677305556,9.69838364890056,0
-165.73548770192014,74.17946618227444,149.9134903635077,10.253545374914621,0
-167.6248685772634,73.03925871585157,159.27115166514332,9.545117438703047,0
-167.3944226456154,72.83786320218353,159.5538490412609,9.720156045115521,0
-167.05881413401215,72.28978454409895,160.0957525238956,9.546859230400246,0
-166.8274465766731,71.87543649450241,160.9269996930714,9.165326634622636,0
-167.0053832080835,72.00635552174126,163.890222817929,9.157053124060935,0
-166.8274465766731,71.4476464128766,159.90083228199208,8.34937743857686,0
-167.3427266327767,72.1267067311565,161.27157651106307,9.331243752936592,0
-167.05881413401215,71.85956675530115,160.9783367115151,9.25060567284992,0
-167.3427266327767,72.1267067311565,161.10851272256883,9.392068952467717,0
-167.47119229084848,70.90136410446831,164.77395292113877,8.746059038457732,0
-166.77312843603465,71.16389454031177,160.91932205861664,8.333735690769737,0
-166.65127288671263,72.60248007013834,157.70250781363416,9.118962889840668,0
-165.44862354384048,72.83347918063131,150.7171209669582,9.107056826857843,0
-166.65127288671263,72.60248007013834,158.2282538864462,9.219047157494117,0
-167.85572195043304,72.59385966327886,159.85728748956217,9.803326598656696,0
-169.01587267117364,72.31031004346575,163.17838005325845,10.110672619120784,0
-167.3944226456154,73.05349728099212,158.59689493183336,9.794640558482538,0
-167.1118148742343,72.78751935484122,156.98058099176933,9.366010831945168,0
-166.88132820348773,72.58703768090126,155.18458748715224,9.155723861976254,0
-167.57405713457254,72.32665073686684,158.58715464931615,9.5318362770119,0
-168.78308007335258,72.10851394618602,164.58487684874558,9.67460590040263,0
-168.6900675259798,71.32539558424966,166.36104601365116,9.022018430904522,0
-169.71642934886472,71.62710497485155,170.14245286995555,9.923212287709914,0
-170.22565484790778,72.10090522021781,168.91437513187216,10.20485542148443,0
-170.38027220030116,70.87603298837979,175.54578865271628,9.70838749200352,0
-170.18521332794774,72.03227722677318,168.5620060878667,10.308446190844062,0
-170.61643482761343,70.8637947378673,171.13527413735824,9.87985084177438,0
-170.38027220030116,70.6626361449297,175.3792871174513,9.860977612002742,0
-171.8360548975571,70.66716504713031,176.90278189470413,10.57607477694968,0
-172.78573796079323,70.41390593171216,-178.17085208688766,10.948715067746855,0
-172.51670309217744,69.9224257028037,-177.25790113612624,10.523694975318797,0
-172.27817419986906,69.93268886523587,-178.59369493969422,10.075997213359486,0
-173.47335123839557,69.67210817052201,-173.66969564833997,10.93575476242097,0
-172.31036509725476,70.00924394035788,179.90599747366187,10.258381138705511,0
-174.16873353732242,69.14331114824621,-169.21219859378118,11.088218831705264,0
-176.10502183129313,68.24423942908965,-166.50657729361436,11.790688006847471,0
-175.58249064846493,67.66747627694787,-164.07849674940897,11.006698396614082,0
-176.5466837494689,67.13743623481443,-163.00786781342754,11.452654366876217,0
-177.77843286706394,66.90643485633078,-160.13620334423183,12.1287560242865,0
-176.5466837494689,66.72011984826297,-161.77211244088937,11.625458437887646,0
-175.31812176360103,66.95993757861568,-163.5058827289552,10.689142268240747,0
-176.5466837494689,66.92845437098369,-161.91729994617552,11.64690997773738,0
-177.78795799795165,67.4127485523955,-160.54712867489965,12.39967338813612,0
-176.8065507267167,67.63884333588926,-162.20263292815068,12.137407686992946,0
-175.58249064846493,67.66747627694787,-164.74725308788567,11.220572082380516,0
-176.82016988013578,67.93444129731968,-167.91387623001472,12.624181170580178,0
-176.8470629922247,67.8947856150021,-166.81035951659274,12.118958445989746,0
-175.33812690476117,67.67429495460127,-164.7332729176845,11.543605687275276,0
-174.06847307508028,67.12166197720417,-163.69083350522345,10.010691483870465,0
-173.57815161648247,66.72339217590293,-165.22762090332338,9.810385438692737,0
-171.83502499067782,66.7141490985756,-166.01990694243025,8.829516070896481,0
-172.6004053401129,67.18305389394597,-168.08095072307486,9.73363201245701,0
-170.6979452887012,68.2062782264205,-172.32221350575128,8.584175543021425,0
-171.10414303033673,66.96203186779711,-173.44521078420766,8.806299821037774,0
-169.16992045659302,67.70847805839954,-177.9614933085469,8.093907016883913,0
-170.6979452887012,67.99646345165633,-176.09284875550722,8.701872533297232,0
-172.6004053401129,66.97439553653676,-166.01028125147204,9.13851220981052,0
-171.38435181583588,67.24414025567687,-169.4165153435248,8.977579824314168,0
-170.41705527646744,67.71690770139764,-174.44662641853733,8.745188142609107,0
-169.45524112499322,68.19590683495446,-177.0943789813959,8.364010780664486,0
-170.41705527646744,67.71690770139764,-175.3740159057361,8.330045842569145,0
-172.11311659522013,66.99792637074947,-169.23271048284684,9.139165381696964,0
-172.8749836510982,67.46766963804079,-170.23171969443695,9.76197050500418,0
-172.6004053401129,66.97439553653676,-166.1129552883595,9.353359923828682,0
-174.53615718676338,65.97309910483638,-163.18216157470633,10.34523008129146,0
-175.7910150758298,66.23286459900943,-160.80942875351056,10.893390263049023,0
-176.02061754732182,65.9274674480481,-156.37278736269454,10.735930001791171,0
-173.8496184714952,67.01004305547305,-166.2662787943365,10.241295537254713,0
-176.03778932353208,66.0194635956033,-160.14903759884277,11.487490200820162,0
-176.76498494221542,66.53482858131339,-154.6649147669686,11.425347198360281,0
-174.80557109226518,66.470061740787,-163.0541628032741,10.613981664675489,0
-175.05166624997563,66.6700932159359,-162.90989203046016,10.73782076251512,0
-175.09393301435222,67.47212015150271,-166.14297827682435,11.060155358899763,0
-174.1190290908688,67.9235378357282,-167.7228521011181,11.082477794598077,0
-172.21298204536757,68.71725209673988,-173.67955052241618,9.532065460129969,0
-171.21688464388225,68.68329868335935,-176.14109180185724,9.50409366057167,0
-169.7386252827656,68.47322383125564,-178.20236476561988,8.328945763602485,0
-171.62697332521765,67.44016626279246,-172.03997449586984,9.160318983493188,0
-171.21688464388225,68.68329868335935,-173.4724835752559,8.772036944888937,0
-171.05241524518436,69.91214675490467,178.5234503140112,9.884652228097595,0
-171.089719148868,70.6264469425771,173.80560123734494,9.606882289018191,0
-172.27817419986906,70.145228629313,-179.41543100947086,10.462285358836702,0
-173.0528282310403,71.33310724463273,179.1546206211273,11.552669879594271,0
-172.1709234899404,71.93893275590756,175.33173162045543,11.257459105231023,0
-171.8360548975571,70.88051961571088,178.7607694327544,10.070496818526236,0
-171.43406922700837,72.11410662158845,170.87331783342444,11.263383488832687,0
-170.89086647972258,71.35241995597696,174.98062308359926,10.595795984258073,0
-171.32682595212023,70.1889694085622,177.96745206961623,10.187151025614867,0
-171.2538377374448,69.39779807442665,-177.71076697739764,9.612325388071897,0
-169.78173567842006,69.1862215843977,177.18593763705778,8.698618133020851,0
-168.17305647712675,70.21536269192275,171.7437553157872,8.491940797161307,0
-168.26142879327767,68.90834435698268,178.59163229163175,7.890804937665904,0
-168.26142879327767,68.2768726883444,178.548775048556,7.911821029591344,0
-169.8925731234684,67.45207199609406,-173.75036810589435,7.675934305335962,0
-170.17606827658415,67.52237527570513,-175.74162562709202,7.56332518028097,0
-171.14204123637165,67.25741994298973,-172.20349665060016,8.469274586785936,0
-170.13419305691565,67.01968480767049,-171.98542891377338,7.7500177482464,0
-171.10414303033673,66.75393122957713,-167.04676190286375,8.269048755699494,0
-170.65838501405347,67.91261816051782,-175.7691276012583,8.292001444972424,0
-170.25877147160517,69.15832593679535,176.94059710918276,9.048133847206573,0
-170.81465799383543,69.9243818066675,176.25430826217507,9.606721860835522,0
-170.7371748253007,69.55667973722812,-179.5614206556702,9.28363096016127,0
-170.77607771789468,69.4226673948971,178.45572670262675,9.209627731342177,0
-171.97276248956803,69.36286264936278,-175.22653656926943,9.744586965499922,0
-172.27817419986906,69.72072356339724,-176.33658500155585,9.928426203645595,0
-172.78573796079323,70.62707532721682,-178.98227491635194,10.422155394865724,0
-172.78573796079323,70.84080392895908,-178.91512426276262,10.800960711538494,0
-171.59931746368213,71.10498747901525,174.6934566366797,10.398240136496952,0
-171.1998021236195,72.33940753949078,170.3067771655991,10.913684428152544,0
-169.3369278747316,73.0762045314344,165.0053132788126,10.70703001060475,0
-169.75872130786598,72.12499010371018,168.72816384845464,9.978720438902132,0
-169.9920201985587,72.11281647010631,169.01452815446103,10.533973838163424,0
-169.56862643581437,73.49669570075744,164.97666538905602,10.688993299214046,0
-169.95065141187513,72.04432604255125,167.0550124951136,10.504993632885714,0
-169.71642934886472,72.05664008077282,167.4790012635104,9.967994668977296,0
-171.36286858492923,71.11583616291041,175.75216805052244,10.406261545628768,0
-171.36286858492923,71.11583616291041,174.41683261319054,10.154515349604218,0
-169.9089427611111,70.68820601092347,174.99712426809901,9.566213744719766,0
-168.9246926662373,70.88299364340338,166.97984043239242,9.281946464243577,0
-170.34010692155766,70.37510684918166,173.93199572695084,9.659697538573297,0
-168.9246926662373,70.88299364340338,169.07858483595666,9.037900820985541,0
-167.7047335770019,71.09932651552256,165.17009594069222,8.810894942554725,0
-168.03794860233378,71.65334003777572,163.56925186109672,9.224215236806186,0
-168.6900675259798,71.32539558424966,168.0065808012669,9.666573032114893,0
-168.318625212609,72.56596424284976,165.19748332329948,9.727191966839726,0
-169.10558160780977,73.30420214507659,161.48402926149757,10.841102134665373,0
-167.21654605857566,74.21281578753458,155.52664329084533,10.441303644378978,0
-167.77487732426428,74.95645844250842,156.26472752253287,11.262352164801468,0
-168.735794395372,75.18378950094564,159.0686683803441,12.090012618179742,0
-167.77487732426428,74.95645844250842,154.33454730229616,10.908940337608875,0
-167.49657810199776,74.47625389435653,156.1277906094966,10.666785455074773,0
-166.58589750386676,74.7470363702411,152.560097010776,10.652587560911448,0
-165.39872771416609,74.76122896645317,148.08942192692922,10.642904574173683,0
-165.62439754187724,74.74643411256964,148.5422877682006,10.457025606277382,0
-163.9264258352536,75.83216490905602,140.89650976685687,11.057416620639085,0
-164.27741989616197,76.35978806217483,140.4320701781238,11.773075284225163,0
-163.3229376384998,77.02601343272134,138.25104903517882,11.637146776908336,0
-162.59069725304315,76.80234218473217,137.08141299219875,11.306160517817151,0
-162.14968169778317,76.61455665728491,135.00971219656472,10.894146567338586,0
-163.99076481684534,75.66682931013942,141.91350985321404,10.803859877981875,0
-164.05460409907712,76.81232425026614,141.92611492470695,11.429094342340417,0
-164.948780007409,75.87926706622,143.93903025056056,11.047790929680879,0
-163.76764933884382,75.90042135774594,142.0113710446224,10.73408507769084,0
-164.948780007409,75.44282797257304,144.82539595962794,10.409836802270355,0
-164.21437998026843,75.87010784861924,141.610988137385,10.491574961323778,0
-163.03385189146383,75.67665263689945,138.57121785109794,11.258501888418163,0
-162.078571941966,76.12673988583724,134.62984117839298,10.531212181590906,0
-161.34496603860796,76.34515896094842,131.40374501712938,11.128280040740846,0
-161.49131147581838,75.40053431389106,134.08942738602556,9.798101223565142,0
-163.3456936230767,74.44236731453294,140.1820313963287,9.513707892373969,0
-163.12121611232737,74.24257558217704,141.06782414760096,9.736508260588561,0
-162.74320447200628,75.42143906223346,137.02285670553638,10.178591036155586,0
-163.03385189146383,75.89486366115838,135.80302955970285,10.539944058388711,0
-163.99076481684534,75.44890544129811,142.54731576618778,10.575444523375031,0
-162.59069725304315,76.36397450217251,135.03297428304703,11.464663562262162,0
-161.63822582377236,76.8165805254231,132.61497779603593,11.00438364712175,0
-162.36991978118084,76.5986801098992,134.30199472801914,11.233681356733081,0
-163.25621960745707,76.09778884304039,140.1039945446319,11.256553831914736,0
-163.3229376384998,76.36804989099241,139.2018152004189,11.234701221608457,0
-163.25621960745707,75.66049554330446,139.0384076372476,10.43060079276592,0
-163.54503861708014,76.35290964078888,137.8507807195004,11.216824938400377,0
-163.25621960745707,75.66049554330446,140.7061731873144,10.369431818557809,0
-162.96582712089076,74.96894595273761,136.97931191310647,10.012536407970785,0
-163.25621960745707,75.66049554330446,139.7786691085566,10.975277391129115,0
-163.54503861708014,76.35290964078888,139.5272552280532,11.370984962758246,0
-164.43848967467153,75.85521405903607,141.58073596580206,10.877026588420058,0
-164.21437998026843,75.21570478879678,140.8835609206869,10.273621816056023,0
-163.9264258352536,75.17616009784336,142.26702481280978,10.455237977956592,0
-164.3125462146997,73.78167587908817,145.6251304500715,9.243363486319442,0
-163.79622578510921,73.10768080807459,146.28838639371497,8.52092100243899,0
-164.70345268556994,72.60525811341411,149.05405367081147,8.727128512906608,0
-163.73035300774038,73.04468716500845,143.45064102599102,8.73969920693178,0
-163.43679614236675,72.3528431048879,144.8853273449986,8.049812184970609,0
-161.56505117707798,73.31125095294118,136.07529910394902,8.18536254014271,0
-159.93692733391177,74.26244689365015,127.49456857251079,9.253252737863388,0
-159.7174409110834,74.28348572971579,125.02317241899348,8.98698779131023,0
-159.19758170952048,74.05271270858104,123.64715697820729,9.148516052913502,0
-160.15702962654194,73.80843080136317,128.18647240591076,8.914703435876536,0
-158.89516141507036,73.58464150230344,123.27186962239661,7.849448844013377,0
-157.93795950081847,74.05056831837543,118.8448539225388,8.929027380754782,0
-157.10944834375167,73.57449050514275,116.07265492657783,8.538888958894297,0
-158.2860649182236,72.86491479522896,123.67500272705065,7.954632436043522,0
-158.63897983874745,71.67873066127369,122.57985119743762,6.886089066436334,0
-159.25057535241325,72.40067801916604,125.60140142583951,7.368828927145816,0
-158.72503002829328,72.17159190727226,124.24658542347319,7.246662866068055,0
-159.55419183441248,72.8694109602333,125.91492393133512,8.132031628571884,0
-158.81042150043476,73.30899098785801,122.89532175943664,8.340920581520704,0
-159.77514056883192,72.63130678560155,129.4252071589836,7.788566348702783,0
-158.15508575396555,73.81112466219773,120.38301641934702,8.362234611499554,0
-158.3728737160832,74.004444454186,121.47438642751219,9.021628819603823,0
-160.29864073754905,73.29461207244165,128.16699184087634,7.83447172724866,0
-159.03017444753746,72.85427339663542,122.32648926043075,7.971179457166878,0
-158.63897983874742,72.32225031671337,120.48534668155739,7.057036754191537,0
-160.36216694893116,71.42386507753767,131.26222444173206,6.5034105550684655,0
-158.72503002829328,72.17159190727226,119.14267738444781,7.0602682361560545,0
-158.81042150043479,72.87812070916783,123.88103835017971,7.9286201521445365,0
-159.9967189086827,72.39338730338557,128.02283565962142,7.424016221972864,0
-159.9967189086827,72.60817362592933,128.50583908091667,7.785449458297276,0
-161.19057429035516,72.12956667721696,137.07648555516062,7.361850301201135,0
-159.6361296498905,73.36100239460693,125.29200421646888,8.116538849791562,0
-159.25057535241325,72.61538668055918,125.62019444151981,7.661667656237192,0
